club_id,club_short,promoted,league_home_xg,league_away_xg,league_home_xgc,league_away_xgc,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,home_xg,away_xg,home_xgc,away_xgc
1,ARS,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.1993484015475462,1.3110373478633015,1.8786956521739129,1.8410320956576465,1.8599999999999999,1.6526315789473685,0.6657894736842105,0.8363157894736842
2,AVL,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,0.9088440914952826,0.9674119538214234,0.978406751749691,0.9866441821247893,1.4094736842105262,1.2194736842105263,1.278421052631579,1.5605263157894738
3,BOU,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.0344125432702096,1.3076971253209746,1.4342486421243208,0.728617683686177,1.6042105263157893,1.648421052631579,0.8721052631578947,2.113157894736842
4,BRE,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.2940338016697206,0.9381850065760631,0.9586728519564338,0.986311530681052,2.0068421052631575,1.1826315789473683,1.3047368421052632,1.5610526315789475
5,BHA,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,0.9902938980519921,1.1983048370597693,1.1038318625174175,1.0626225935343263,1.5357894736842106,1.5105263157894737,1.133157894736842,1.4489473684210528
6,CHE,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.1973121563836284,1.3281559883927267,0.8900936329588014,1.1225633154259402,1.8568421052631576,1.6742105263157894,1.4052631578947368,1.3715789473684212
7,COV,True,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.0,1.0,1.0,1.0,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316
8,CRY,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.1212923369306993,1.0450721279305235,0.9664701098007318,1.0474042248478341,1.7389473684210521,1.3173684210526315,1.2942105263157895,1.47
9,EVE,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,0.8426661236679563,0.9026951420638403,0.9483439744612927,0.9382296343810137,1.306842105263158,1.1378947368421055,1.3189473684210526,1.641052631578947
10,FUL,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,0.8959478721238039,0.9273292833135011,1.070518018018018,0.9582050442188014,1.3894736842105266,1.168947368421053,1.1684210526315788,1.6068421052631578
11,HUL,True,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.0,1.0,1.0,1.0,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316
12,IPS,True,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.0,1.0,1.0,1.0,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316
13,LEE,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.0147288400190049,1.0158451806851632,1.0782894736842104,0.8864848484848485,1.5736842105263158,1.2805263157894735,1.16,1.736842105263158
14,LIV,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.1155229756329326,1.1565520552806832,1.0633333333333332,1.1571993670886078,1.7299999999999998,1.4578947368421051,1.1763157894736842,1.3305263157894736
15,MCI,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.2390551822439422,1.4730381411661553,1.2300983436853001,1.1739165329052974,1.9215789473684213,1.8568421052631578,1.0168421052631578,1.3115789473684207
16,MUN,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.2665444919568318,1.1544644161917288,1.139285714285714,1.0587766920014479,1.9642105263157899,1.4552631578947368,1.0978947368421053,1.4542105263157894
17,NEW,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,1.2807982081042557,0.8409010250307928,0.8427482269503545,1.243792517006803,1.9863157894736843,1.06,1.4842105263157894,1.2378947368421052
18,NFO,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,0.9190253173148712,0.7991482432517066,0.9840786749482401,0.9153316645807261,1.4252631578947368,1.0073684210526315,1.2710526315789472,1.6821052631578945
19,TOT,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,0.7428901106359871,0.816684411598923,0.9378650355169691,1.1072672218016655,1.1521052631578945,1.0294736842105265,1.3336842105263158,1.3905263157894738
20,SUN,False,1.550842105263158,1.2605526315789473,1.250815789473684,1.539684210526316,0.6923233557320301,0.7548902945658754,1.0497128975265013,0.9284036813709935,1.0736842105263158,0.951578947368421,1.1915789473684213,1.6584210526315788
